,Unnamed: 0,Reglbrev_id,Stycke-id,RegleringsbrevÅr,Mening innan,Kontext,Departement,Beslutnamn,UO,UOnamn,Anslag,Anslagsår,Anslagnamn,Anslagspost,Anslagspostnamn,Delpost,Delpostnamn,UtskriftNomenklatur,Myndighet,Belopp,text,label,Sammanfoga,Uppdelad,Unnamed: 24
37,16257,651,10829,2019,,Anslagsposten får användas för att finansiera Statistiska centralbyråns förvaltningsutgifter.,Finansdepartementet,Myndighet Statistiska centralbyrån,2,Samhällsekonomi och finansförvaltning,02 01 009,2019,Statistiska centralbyrån,1,Statistiska centralbyrån,,,1:9 ap.1,Statistiska centralbyrån,567759000,Anslagsposten får användas för att finansiera Statistiska centralbyråns förvaltningsutgifter.,0,,,
38,57170,2312,38900,2010,,"Anslagsposten får belastas med utgifter för studiehjälp i form av studiebidrag, extra tillägg och inackorderingstillägg enligt 2 kap. studiestödslagen (1999:1395). Vidare får det från anslagsposten utbetalas ersättning till svenska elever utomlands för vissa resor enligt förordningen (CSNFS 1983:17) om bidrag till utlandsstuderande för dagliga resor.",Utbildningsdepartementet,Myndighet Centrala studiestödsnämnden,15,Studiestöd,15 01 001,2010,Studiehjälp m.m.,1,Studiehjälp m.m.,,,1:1 ap.1,Centrala studiestödsnämnden,3997202000,"Anslagsposten får belastas med utgifter för studiehjälp i form av studiebidrag, extra tillägg och inackorderingstillägg enligt 2 kap. studiestödslagen (1999:1395).",0,,,
39,57171,2312,38900,2010,,"Anslagsposten får belastas med utgifter för studiehjälp i form av studiebidrag, extra tillägg och inackorderingstillägg enligt 2 kap. studiestödslagen (1999:1395). Vidare får det från anslagsposten utbetalas ersättning till svenska elever utomlands för vissa resor enligt förordningen (CSNFS 1983:17) om bidrag till utlandsstuderande för dagliga resor.",Utbildningsdepartementet,Myndighet Centrala studiestödsnämnden,15,Studiestöd,15 01 001,2010,Studiehjälp m.m.,1,Studiehjälp m.m.,,,1:1 ap.1,Centrala studiestödsnämnden,3997202000,Vidare får det från anslagsposten utbetalas ersättning till svenska elever utomlands för vissa resor enligt förordningen (CSNFS 1983:17) om bidrag till utlandsstuderande för dagliga resor.,0,,,
40,28358,1093,19358,2017,,Anslagsposten får användas till att betala upplupna kostnader avseende statliga tjänstepensioner m.m. vid Högskoleverket.,Utbildningsdepartementet,Myndighet Universitetskanslersämbetet,16,Utbildning och universitetsforskning,16 02 001,2017,Universitetskanslersämbetet,1,Universitetskanslersämbetet,,,2:1 ap.1,Universitetskanslersämbetet,137398000,Anslagsposten får användas till att betala upplupna kostnader avseende statliga tjänstepensioner m.m. vid Högskoleverket.,0,,,
41,55422,2184,37550,2011,,"Medel från anslagsposten får medfinansiera insatser inom ramen för EU:s ramprogram för konkurrenskraft och innovation, bl.a. det svenska nätverket för främjande av småföretag och innovation.",Näringsdepartementet,Myndighet Tillväxtverket,24,Näringsliv,24 01 005,2011,Näringslivsutveckling m.m.,8,Näringslivsutveckl - del till Tillväxtverket,,,1:5 ap.8,Tillväxtverket,271109000,"Medel från anslagsposten får medfinansiera insatser inom ramen för EU:s ramprogram för konkurrenskraft och innovation, bl.a. det svenska nätverket för främjande av småföretag och innovation.",0,,,
42,12110,405,8116,2020,,2. 10 000 000 kronor får användas under 2020 av Länsstyrelsen i Örebro län för vidare fördelning till övriga länsstyrelser i enlighet med uppdrag om föräldraskapsstöd i länsstyrelsernas regleringsbrev för 2020.,Socialdepartementet,Anslag 09 04 007,9,"Hälsovård, sjukvård och social omsorg",09 04 007,2020,Bidrag till utveckling av socialt arbete m.m.,12,del till Länstyrelsen i Örebro,,,4:7 ap.12,Länsstyrelsen i Örebro län,14000000,10 000 000 kronor får användas under 2020 av Länsstyrelsen i Örebro län för vidare fördelning till övriga länsstyrelser i enlighet med uppdrag om föräldraskapsstöd i länsstyrelsernas regleringsbrev för 2020.,0,,,
43,75274,3151,54587,2005,,21. Högst 3 700 000 kronor får användas för genomförande av verksamhet enligt årsarbetsplanerna avseende det bilaterala samarbetet med Ryssland och Ukraina.,Försvarsdepartementet,Myndighet Försvarsmakten,6,Försvar samt beredskap mot sårbarhet,06 06 01,2005,"Förbandsverksamhet, beredskap och fredsfrämjande truppinsatser m.m.",1,Förbandsverksamhet och beredskap,,,6:1 ap.1,Försvarsmakten,20592498000,Högst 3 700 000 kronor får användas för genomförande av verksamhet enligt årsarbetsplanerna avseende det bilaterala samarbetet med Ryssland och Ukraina.,0,,,
44,77848,3311,57114,2005,,Av anslaget skall minst 2 000 000 kronor användas till studier av ekologiska livsmedel.,Jordbruksdepartementet,Myndighet Livsmedelsverket,23,"Jord- och skogsbruk, fiske med anslutande näringar",23 43 12,2005,Livsmedelsverket,1,Livsmedelsverket,,,43:12 ap.1,Livsmedelsverket,155646000,Av anslaget skall minst 2 000 000 kronor användas till studier av ekologiska livsmedel.,0,,,
45,35352,1368,23993,2015,,"EU:s civila kapacitetsbyggande insats på Afrikas Horn och Indiska Oceanen (EUCAP NESTOR), minst 1,3 miljoner kronor",Utrikesdepartementet,Myndighet Folke Bernadotteakademin,7,Internationellt bistånd,07 01 001,2015,Biståndsverksamhet,42,Internationell civil krishantering - del till FBA,,,1:1 ap.42,Folke Bernadotteakademin,68020000,"EU:s civila kapacitetsbyggande insats på Afrikas Horn och Indiska Oceanen (EUCAP NESTOR), minst 1,3 miljoner kronor",0,,,
46,61806,2492,42683,2009,,Anslagsposten ska användas för,Kulturdepartementet,Myndighet Statens kulturråd,17,"Kultur, medier, trossamfund och fritid",17 03 001,2009,Bidrag till biblioteksverksamhet,1,Bidrag till biblioteksverksamhet,,,3:1 ap.1,Statens kulturråd,47740000,Anslagsposten ska användas för,2,,,
47,59068,2405,40348,2010,,"3. Jordbruksverket ska utarbeta ett praktiskt inriktat och fördjupat kunskapsunderlag i syfte att förebygga och hantera ökade problem med ogräs, växtsjukdomar och skadegörare, till följd av ett förändrat klimat.",Jordbruksdepartementet,Myndighet Statens jordbruksverk,23,"Areella näringar, landsbygd och livsmedel",23 01 010,2010,Bekämpande av växtsjukdomar,1,Bekämpande av växtsjukdomar,,,1:10 ap.1,Statens jordbruksverk,6000000,"Jordbruksverket ska utarbeta ett praktiskt inriktat och fördjupat kunskapsunderlag i syfte att förebygga och hantera ökade problem med ogräs, växtsjukdomar och skadegörare, till följd av ett förändrat klimat.",0,,,
48,39076,1530,26428,2014,Utbetalda medel ska särredovisas i årsredovisningen.,"<ol>  <li>Anslagsposten får användas för Skatterättsnämndens och Forskarskattenämndens verksamhet samt Sveriges avgift till Nordiska skattevetenskapliga forskningsrådet och Intra-European Organisation of Tax Administrations (IOTA).  Skatteverket ska samråda med Skatterättsnämndens kansli för att säkerställa att nivån på nämndens anslag möjliggör en förkortning av handläggningstiderna.</li>  <li>Anslagsposten ska användas för Sveriges bidrag till finansieringen av OECD:s arbete med att motverka skattebaserosion och förflyttning av vinster (BEPS-projektet) motsvarande 100 000 euro. </li>  <li>Anslagsposten får användas för ersättningsbelopp enligt 43 kap. skatteförfarandelagen (2011:1244) om ersättning för kostnader för ombud, biträde eller utredning samt kostnader för skiljemanna- förfarande enligt lagen (1999:1211) om konvention om undan- röjande av dubbelbeskattning vid justering av inkomst mellan företag i intressegemenskap. Ersättningsbelopp om högst 30 000 000 kronor får belasta anslaget. Kostnaderna ska särredovisas i årsredovisningen.</li>  <li>Anslagsposten får användas för handräckning på grund av avtal med främmande stat i vissa beskattningsärenden samt allmän och särskild fastighetstaxering, årlig omräkning av fastighetstaxerings- värden m.m.</li>  </ol>",Finansdepartementet,Myndighet Skatteverket,3,"Skatt, tull och exekution",03 01 001,2014,Skatteverket,1,Skatteverket,,,1:1 ap.1,Skatteverket,7042240000,Utbetalda medel ska särredovisas i årsredovisningen. Anslagsposten får användas för Skatterättsnämndens och Forskarskattenämndens verksamhet samt Sveriges avgift till Nordiska skattevetenskapliga forskningsrådet och Intra-European Organisation of Tax Administrations (IOTA).,0,,,
49,39077,1530,26428,2014,,"<ol>  <li>Anslagsposten får användas för Skatterättsnämndens och Forskarskattenämndens verksamhet samt Sveriges avgift till Nordiska skattevetenskapliga forskningsrådet och Intra-European Organisation of Tax Administrations (IOTA).  Skatteverket ska samråda med Skatterättsnämndens kansli för att säkerställa att nivån på nämndens anslag möjliggör en förkortning av handläggningstiderna.</li>  <li>Anslagsposten ska användas för Sveriges bidrag till finansieringen av OECD:s arbete med att motverka skattebaserosion och förflyttning av vinster (BEPS-projektet) motsvarande 100 000 euro. </li>  <li>Anslagsposten får användas för ersättningsbelopp enligt 43 kap. skatteförfarandelagen (2011:1244) om ersättning för kostnader för ombud, biträde eller utredning samt kostnader för skiljemanna- förfarande enligt lagen (1999:1211) om konvention om undan- röjande av dubbelbeskattning vid justering av inkomst mellan företag i intressegemenskap. Ersättningsbelopp om högst 30 000 000 kronor får belasta anslaget. Kostnaderna ska särredovisas i årsredovisningen.</li>  <li>Anslagsposten får användas för handräckning på grund av avtal med främmande stat i vissa beskattningsärenden samt allmän och särskild fastighetstaxering, årlig omräkning av fastighetstaxerings- värden m.m.</li>  </ol>",Finansdepartementet,Myndighet Skatteverket,3,"Skatt, tull och exekution",03 01 001,2014,Skatteverket,1,Skatteverket,,,1:1 ap.1,Skatteverket,7042240000,Skatteverket ska samråda med Skatterättsnämndens kansli för att säkerställa att nivån på nämndens anslag möjliggör en förkortning av handläggningstiderna.,0,,,
50,39078,1530,26428,2014,Utbetalda medel ska särredovisas i årsredovisningen.,"<ol>  <li>Anslagsposten får användas för Skatterättsnämndens och Forskarskattenämndens verksamhet samt Sveriges avgift till Nordiska skattevetenskapliga forskningsrådet och Intra-European Organisation of Tax Administrations (IOTA).  Skatteverket ska samråda med Skatterättsnämndens kansli för att säkerställa att nivån på nämndens anslag möjliggör en förkortning av handläggningstiderna.</li>  <li>Anslagsposten ska användas för Sveriges bidrag till finansieringen av OECD:s arbete med att motverka skattebaserosion och förflyttning av vinster (BEPS-projektet) motsvarande 100 000 euro. </li>  <li>Anslagsposten får användas för ersättningsbelopp enligt 43 kap. skatteförfarandelagen (2011:1244) om ersättning för kostnader för ombud, biträde eller utredning samt kostnader för skiljemanna- förfarande enligt lagen (1999:1211) om konvention om undan- röjande av dubbelbeskattning vid justering av inkomst mellan företag i intressegemenskap. Ersättningsbelopp om högst 30 000 000 kronor får belasta anslaget. Kostnaderna ska särredovisas i årsredovisningen.</li>  <li>Anslagsposten får användas för handräckning på grund av avtal med främmande stat i vissa beskattningsärenden samt allmän och särskild fastighetstaxering, årlig omräkning av fastighetstaxerings- värden m.m.</li>  </ol>",Finansdepartementet,Myndighet Skatteverket,3,"Skatt, tull och exekution",03 01 001,2014,Skatteverket,1,Skatteverket,,,1:1 ap.1,Skatteverket,7042240000,Utbetalda medel ska särredovisas i årsredovisningen. Anslagsposten ska användas för Sveriges bidrag till finansieringen av OECD:s arbete med att motverka skattebaserosion och förflyttning av vinster (BEPS-projektet) motsvarande 100 000 euro.,0,,,
51,39079,1530,26428,2014,Utbetalda medel ska särredovisas i årsredovisningen.,"<ol>  <li>Anslagsposten får användas för Skatterättsnämndens och Forskarskattenämndens verksamhet samt Sveriges avgift till Nordiska skattevetenskapliga forskningsrådet och Intra-European Organisation of Tax Administrations (IOTA).  Skatteverket ska samråda med Skatterättsnämndens kansli för att säkerställa att nivån på nämndens anslag möjliggör en förkortning av handläggningstiderna.</li>  <li>Anslagsposten ska användas för Sveriges bidrag till finansieringen av OECD:s arbete med att motverka skattebaserosion och förflyttning av vinster (BEPS-projektet) motsvarande 100 000 euro. </li>  <li>Anslagsposten får användas för ersättningsbelopp enligt 43 kap. skatteförfarandelagen (2011:1244) om ersättning för kostnader för ombud, biträde eller utredning samt kostnader för skiljemanna- förfarande enligt lagen (1999:1211) om konvention om undan- röjande av dubbelbeskattning vid justering av inkomst mellan företag i intressegemenskap. Ersättningsbelopp om högst 30 000 000 kronor får belasta anslaget. Kostnaderna ska särredovisas i årsredovisningen.</li>  <li>Anslagsposten får användas för handräckning på grund av avtal med främmande stat i vissa beskattningsärenden samt allmän och särskild fastighetstaxering, årlig omräkning av fastighetstaxerings- värden m.m.</li>  </ol>",Finansdepartementet,Myndighet Skatteverket,3,"Skatt, tull och exekution",03 01 001,2014,Skatteverket,1,Skatteverket,,,1:1 ap.1,Skatteverket,7042240000,"Utbetalda medel ska särredovisas i årsredovisningen. Anslagsposten får användas för ersättningsbelopp enligt 43 kap. skatteförfarandelagen (2011:1244) om ersättning för kostnader för ombud, biträde eller utredning samt kostnader för skiljemanna- förfarande enligt lagen (1999:1211) om konvention om undan- röjande av dubbelbeskattning vid justering av inkomst mellan företag i intressegemenskap.",0,,,
52,39080,1530,26428,2014,,"<ol>  <li>Anslagsposten får användas för Skatterättsnämndens och Forskarskattenämndens verksamhet samt Sveriges avgift till Nordiska skattevetenskapliga forskningsrådet och Intra-European Organisation of Tax Administrations (IOTA).  Skatteverket ska samråda med Skatterättsnämndens kansli för att säkerställa att nivån på nämndens anslag möjliggör en förkortning av handläggningstiderna.</li>  <li>Anslagsposten ska användas för Sveriges bidrag till finansieringen av OECD:s arbete med att motverka skattebaserosion och förflyttning av vinster (BEPS-projektet) motsvarande 100 000 euro. </li>  <li>Anslagsposten får användas för ersättningsbelopp enligt 43 kap. skatteförfarandelagen (2011:1244) om ersättning för kostnader för ombud, biträde eller utredning samt kostnader för skiljemanna- förfarande enligt lagen (1999:1211) om konvention om undan- röjande av dubbelbeskattning vid justering av inkomst mellan företag i intressegemenskap. Ersättningsbelopp om högst 30 000 000 kronor får belasta anslaget. Kostnaderna ska särredovisas i årsredovisningen.</li>  <li>Anslagsposten får användas för handräckning på grund av avtal med främmande stat i vissa beskattningsärenden samt allmän och särskild fastighetstaxering, årlig omräkning av fastighetstaxerings- värden m.m.</li>  </ol>",Finansdepartementet,Myndighet Skatteverket,3,"Skatt, tull och exekution",03 01 001,2014,Skatteverket,1,Skatteverket,,,1:1 ap.1,Skatteverket,7042240000,Ersättningsbelopp om högst 30 000 000 kronor får belasta anslaget.,0,,,
